id,date,username,tweet,replies_count,retweets_count,likes_count,hashtags,fond_name,rating
672344792907517952,2015-12-03,eventstreetwear,"Наставничество. Проект моего подопечного. Фонд ""Агат"".  ",0,0,0,[],"""Агат""",1
660119081429958656,2015-10-30,forever__tired,"Выводы сегодняшнего дня: 1)Фонд ""Агат""-это супер. 2)Ведущая YouLead-говно, где её вообще нашли 3)Metro управляют доминанты",2,0,0,[],"""Агат""",2
636605840254967808,2015-08-26,daria_voronina,"Фонд ""Агат"", часть 2, бизнес-наставник. 😊 /  / Я уже упоминала, что помимо денежной помощи, каж..  ",0,0,0,[],"""Агат""",1
633648278211555328,2015-08-18,tehhi_brusnyka,"Читаю сегодня лекцию про инстаграм (@ ""АГАТ"" - Фонд поддержки начинающих предпринимателей)  ",0,0,0,[],"""Агат""",1
632582839050088448,2015-08-15,jcispb,"#jci_partners [&amp;shy;Фонд АГАТ] /  / 🌟 Приглашаем в следующий четверг, 20 августа, с 17 до 19 часов на ЭКС..  ",0,0,0,['jci_partners'],"""Агат""",1
628838008083623936,2015-08-05,jcispb,#jci_partners [&amp;shy;Фонд АГАТ] /  / 12 августа в 18.00 приглашаем начинающих предпринимателей на интерактивный се..  ,0,0,0,['jci_partners'],"""Агат""",1
603453852596248576,2015-05-27,plusninra,Сегодня Фонд Агат приезжали брать интервью у Арины Романовны. Арина поделилась своими успехами в…  ,0,0,0,[],"""Агат""",2
598471915850825728,2015-05-13,tpolyakova1,Одна из самых молодых участниц Программы Фонда «АГАТ» открывает летний сезон | Фонд Агат  ,0,0,0,[],"""Агат""",1
593116358587592704,2015-04-28,_otmorozova_,Лёля сегодня зажигала в Фонд АГАТ  ,0,0,0,[],"""Агат""",1
590975933819052032,2015-04-22,jcispb,"#jcispb [Фонд АГАТ] #jci_partners /  / До Форума «START-UP: от идеи к бизнесу», который Фонд «АГАТ» организует в ..  ",0,0,0,"['jcispb', 'jci_partners']","""Агат""",1
567591727847202816,2015-02-17,yura_ap,"А ещё тут есть контора, обучающая молодых предпринимателей, до 35 лет :) Фонд Агат agatefund.ru",0,0,0,[],"""Агат""",2
558733875107872768,2015-01-23,ponedelnikmag,Фонд «Агат»: что нужно начинающему бизнесмену  ,0,0,0,['ponedelnikmag'],"""Агат""",1
558618479679770624,2015-01-23,ponedelnikmag,Фонд «Агат: что нужно начинающему бизнесмену  ,0,0,0,['ponedelnikmag'],"""Агат""",1
549559498042798080,2014-12-29,businessmannews,В канун Нового 2015 года нам хочется поделиться своими успехами и планами.  Фонд «АГАТ». В канун Нового 2015 года нам  ,0,0,0,[],"""Агат""",1
548910214658142208,2014-12-27,businessmannews,Конец декабря – время подведения итогов года.  Екатеринбург. Фонд «АГАТ» на первом бизнес-конгрессе «Опоры России» на  ,0,0,0,[],"""Агат""",1
534261183554285568,2014-11-17,alexangusev,"Послезавтра в #екб фонд ""Агат"" зовёт на бизнес-тусовку в виде конференции «START - UP: от идеи к бизнесу»  ",0,0,0,['екб'],"""Агат""",1
464158262817198080,2014-05-07,xilekeperak,"фонд ""агат""  ",0,0,0,[],"""Агат""",1
431626144287563776,2014-02-07,dsmb_business,В Фонде День открытых дверей /  / Фонд «АГАТ» провел первый День открытых дверей в Екатеринбурге и Санкт-Петербур..  ,0,0,0,[],"""Агат""",1
428828199431446528,2014-01-30,dsmb_business,Фонд поддержки молодежного предпринимательства «АГАТ» приглашает 4 февраля 2014 года на День открытых дверей / &lt;br..  ,0,0,0,[],"""Агат""",1
319734761268592576,2013-04-04,hungrysharktwi,"Фонд ""Агат"" приглашает принять участие в конкурсе  ",0,0,0,"['конкурсы', 'предприниматели']","""Агат""",1
318636798463057920,2013-04-01,hungrysharktwi,"Фонд ""Агат"" приглашает принять участие в конкурсе начинающих предпринимателей ",0,0,0,"['санктпетербург', 'конкурс']","""Агат""",1
317549321476247616,2013-03-29,hungrysharktwi,"Фонд ""Агат"" приглашает олодых и предприимчивых принять участие в конкурсе  ",0,0,0,"['конкурсы', 'предприниматели', 'питер']","""Агат""",1
1547563938451111936,2022-07-14,asersonus,"@e_rraticsamurai Фонд Базис, я даже деньги с него получал",1,0,0,[],"""Базис""",2
1507715266889018880,2022-03-26,tvoyirkutsk,"Фонд развития территорий рассмотрит вопрос компенсации дольщикам долгостроя на бульваре Рябикова в Иркутске. «Базис-Строй» начал возводить ЖК из четырех блок-секций в 2006 году, но достроить не смог. Решение примут в третьем квартале 2022 года.  ",0,0,1,[],"""Базис""",0
1496779650147787008,2022-02-24,miansteklov,"Фонд «БАЗИС» открывает прием заявок на конкурсы исследовательских грантов для ученых, проводящих теоретические исследования в области фундаментальной математики и фундаментальной физики.  ",0,0,0,[],"""Базис""",2
1492144515997655040,2022-02-11,miansteklov,"Фонд «БАЗИС» открывает прием заявок на конкурсы исследовательских грантов для ученых, проводящих теоретические исследования в области фундаментальной физики.  ",0,0,0,[],"""Базис""",2
1464574136907451904,2021-11-27,tmarkanova,Евроазиатское информационное агентство - Фонд «Базис» Олега Дерипаски открыл в МГУ столовую и коворкинг  ,0,0,1,[],"""Базис""",2
1464229729364549888,2021-11-26,ug_tw,Фонд «Базис» открыл в МГУ столовую и коворкинг – Учительская газета  ,0,0,0,[],"""Базис""",2
1426882458964872960,2021-08-15,who_archie,"@nero__velvet Соглашусь  Приручили фонд это место куда ты можешь положить всё что угодно зная только самый базис  А другие организации это 1 другие глубины айсберга 2 они более специализированных и т. П.   я не уверен жива ли модерация но я видел ""удалёный"" объект и он был просто очень слабым",0,0,1,[],"""Базис""",0
1364424464348433920,2021-02-24,omstu,Фонд развития теоретической физики и математики БАЗИС объявляет конкурсы на получение...  ,0,0,0,[],"""Базис""",1
1356303179797978880,2021-02-01,naiwnaja12341,"@rentvchannel Вот у нас в Германии индексацию проводят всем пенсионерам без исключения . Даже если пенсионер работает. Это его право , он сообщает об этом в пенсионный фонд и с него удерживается 5 евро с 450 евро ( базис ) в больничную кассу. И все !!!!!!!!!",0,0,0,[],"""Базис""",1
1222057409906191872,2020-01-28,minstroy63,"Фонд защиты прав дольщиков начал принимать документы на выплату компенсаций по решениям, принятым по итогам третьего Наб. совета. Подача стала доступна и для дольщиков застройщика-банкрота Самарской области - ООО «ГК Базис», адрес: г. Тольятти, юго-западнее Коммунистической, 12.  ",0,6,3,[],"""Базис""",1
1217339822932741888,2020-01-15,minstroy63,"Фонд защиты прав дольщиков открыл запись на выплату компенсаций по решениям, принятым по итогам третьего Наблюдательного совета. Запись стала доступна и для дольщиков застройщика-банкрота Самарской области - ООО «ГК Базис», адрес: г. Тольятти, юго-западнее Коммунистической, 12.  ",2,6,5,[],"""Базис""",1
1189070473616867072,2019-10-29,via_vihri,Созданная платформа резервный базис обеспечений политического процесса. Фонд национального благосостояния.,0,0,0,[],"""Базис""",1
1104320960184881024,2019-03-09,tonovikova,Фонд БАЗИС. Конкурс «PostDoc» 2019 на получение грантов для молодых ученых со степенью кандидата наук / Фонд развития теоретической физики и математики «БАЗИС» сообщает о проведении в 2019 году конкурса «PostDoc» («Кандидат наук») на получение индивидуа..  ,0,0,0,[],"""Базис""",1
1103402198908760064,2019-03-06,academiccabinet,Фонд БАЗИС. Конкурс «PostDoc» 2019 на получение грантов для молодых ученых со степенью кандидата наук  ,0,0,0,[],"""Базис""",1
1098470126364566016,2019-02-21,saruniversity,Фонд «БАЗИС» открыл приём заявок на конкурсы индивидуальных исследовательских грантов   ,0,0,0,[],"""Базис""",1
1073194473742589952,2018-12-13,mmcs_sfedu,Новости сайта  ,0,0,0,[],"""Базис""",1
850304750620786688,2017-04-07,lulumzja,Грантообразующие фонды и организации   1. Фонд развития теоретической физики «БАЗИС» 2. Рыбаков Фонд 3. Фонд...  ,0,0,0,[],"""Базис""",1
842768837573578752,2017-03-17,scijobru,#sj_Гранты /  / Фонд развития теоретической физики «БАЗИС» учредил индивидуальные гранты для поддержки аспиранто..  ,0,0,0,['sj_гранты'],"""Базис""",2
837007118008008704,2017-03-01,academicpapers_,"Фонд развития теоретической физики «БАЗИС» начал прием заявок в рамках Программы индивидуальных грантов , направле..  ",0,0,0,[],"""Базис""",1
835117672404746240,2017-02-24,4eu3,@iamplc @WillyZillah я считаю это срез нашей поп культуры есть базис золотой фонд) это надо смотреть. 18 лет один смысл в 40 другой смысл,1,0,0,[],"""Базис""",1
1551283783546159104,2022-07-24,v_stus,"Не сумніваюся, що рашисти будуть вгризатися у Херсон та стояти до останнього  Але їм же гірше - після остаточного пошкодження Антонівського,Дар'ївського та моста через шлюз Каховської ГЕС - у них не буде шансів  А ми гарно поповнимо обмінний фонд 👹 та нанесемо ворогу поразку! 👇",6,30,570,[],"""Дар""",1
1547208557363245056,2022-07-13,letopisi_rus,"Договаривался сейчас с Пушдомом, как передать им в дар мою крохотную коллекцию рукописей.  Сказали, что они не могут оформить отдельный фонд в честь кота Онфима 😭😭😭 Ну и зачем тогда вам что-то дарить((",5,5,289,[],"""Дар""",0
1546526952584004096,2022-07-11,retvittka,"""Гартовані"" ч.47 Фонд ""Віра в себе"" і Юрій Дар  ",0,0,0,[],"""Дар""",1
1545675302617207040,2022-07-09,volyniankaa,"що ж, вітаю себе з днем народження) я стала трошки мудріша, красивіша, і доросліша) (мабуть)  якщо ви хочете мене привітати, приймаються в дар привітання у вигляді скріншотів про донейти у фонд пана Притули, Госпітальєрам, у Повернись живим чи ще кудись)❤️❤️  ",13,1,35,[],"""Дар""",2
1544667453522845952,2022-07-06,discofbk,"Все деньги пойдут в благотворительные фонды с безупречной репутацией: «Дар», «Градислава», «Соцгоспроект», «Фонд поддержки зимних олимпийских видов спорта»",2,4,32,[],"""Дар""",2
1530888927812506112,2022-05-29,laoltomsk,"@az_mad @leonidvolkov Сектор НКО, увы, практически уничтожен за последние пару лет. Если ты не фонд «Дар», то делать тебе в России нечего.",0,0,0,[],"""Дар""",0
1527756520204685056,2022-05-20,retvittka,"""Гартовані"" ч.47 Фонд ""Віра в себе"" і Юрій Дар  ",0,0,0,[],"""Дар""",1
1526163626880830976,2022-05-16,vaticannews_ru,"#Преступление против молодой христианки в Нигерии ""отнимает дар речи"", заявил Папский фонд.  #линчевание #антихристианские_гонения #ислам #экстремизм #Нигерия #Африка   ",0,0,1,"['преступление', 'линчевание', 'антихристианские_гонения', 'ислам', 'экстремизм', 'нигерия', 'африка']","""Дар""",0
1525860826443390976,2022-05-15,koruniak1,"""Гартовані"" ч.47 Фонд ""Віра в себе"" і Юрій Дар  ",0,1,0,[],"""Дар""",1
1517708488184585984,2022-04-23,elenasemyonova2,Фонд Николая II пригласили принять участие в Московском фестивале “Пасхальный дар”  ,0,0,0,[],"""Дар""",1
1512898932346695936,2022-04-09,ebobogr,"@miminitro @fillpackart Это ахуенно! создай фонд имени себя и батиной иномарки. Так отца унизить за гниющую помойку с болтами это дар! Хз каждому свое. Кому то честь отца равно иномарка, а кто то себя не пожалеет на благо семьи.",3,0,1,[],"""Дар""",0
1509739326845989120,2022-04-01,religya,Фонд “Уакып” получил в дар земельный участок в Караганды  ,0,0,0,[],"""Дар""",1
1509478435554536960,2022-03-31,unfreshener,"Тобто весь час він старанно працював внаросію з їхньою специфікою. А тепер натємою мудрість. Він зайнятий бо катається по полю на своїй машині й не може поправити презентації, щоб прибрати фонд дар ру. Я не можу. Хочу вчитися але суко не можу.",1,0,0,[],"""Дар""",1
1506937675466617088,2022-03-24,63media_ru,Благотворительный фонд «ЕВИТА» передал в дар Тольяттинской городской детской клинической больнице медицинское оборудование для обследования и лечения тяжелобольных детей:   ,0,1,1,[],"""Дар""",2
1493218621069405952,2022-02-14,dorinvest,"😸💭 «Вау, это всё нам?» — думают котики приюта «Зеленоград» и облизываются на большую посылку со вкусными кормами. Этот щедрый дар прислали благотворительный фонд «Вирта» и сеть магазинов товаров для животных «Бетховен»!   ",0,0,0,[],"""Дар""",2
1489310530376551936,2022-02-03,tea_with_spices,"4.2. Фонд Спасения  Причина, по которой мы вообще заговорили об этом всём - Фонд Спасения (Salvation Foundation, SF). Это организация, группировка, подобное, что была создана парой контрактников, которые решили бороться против всех остальных, найти Дар и уничтожить",1,0,2,[],"""Дар""",1
1479469719224786944,2022-01-07,katyonakateyka2,"фонд ""Дар"" всякие ништячки.  Кто смотрел Триггер? Как сериал? Годный? Я прочла описание и захотелось посмотреть.  В России живёшь, сам понимаешь.",0,0,1,[],"""Дар""",2
1469111073731378944,2021-12-10,skvo72,"@MQL9bpR4afyq6g8 Вчера на трассе подобрала обмороженного. Сразу почуял  тепло от авто и нырнул под двигатель. Котлетой выманила. Передали в фонд Дар. Анализы, осмотр, расходники по ветклинике сразу оплатили  ",3,7,26,[],"""Дар""",2
1457253340912496896,2021-11-07,araratpetrosian,"6 ноября, благотворительный фонд «Спеши к добру» передал в дар государственному детскому саду общины Айгестан Аскеранского района Республики Арцах телевизор, компьютер, детские стулья, шкафы и другие необходимые предметы.    ",0,0,3,[],"""Дар""",2
1457076256378434048,2021-11-06,maria_nika_spb,"@Russia_SUGA_ Где злость?😳 Я спокойно привожу факты  Мне сугубо безразлична (в хорошем плане) Руби и другие организаторы этой 'фб', так как нас с ней ничего не связывает  Просто давайте не путать божий дар с яичницой, с таким раскладом эт не благотворительная орг-я, а просто рекламный фонд",1,0,1,[],"""Дар""",0
1456746641998979072,2021-11-05,ruzana_sh,"Благотворительный фонд помощи детям ""Группа Милосердие - Радость моя"" - ВЕРА БЕЗ МИЛОСЕРДИЯ МЕРТВА, А ИСТИННОЕ МИЛОСЕРДИЕ ЭТО ДАР БОЖИЙ!  ",0,0,0,[],"""Дар""",2
1453665028746383104,2021-10-28,ioannliberation,"@mediazzzona надеюсь, фонд Дар не признают иноагентом",0,0,0,[],"""Дар""",2
1448559084374987008,2021-10-14,biblio_ispu,"Фонд редкой книги пополняется за счет подарков от сотрудников и преподавателей нашего вуза. В текущем году Мария Николаевна Трефилова передала в дар более четырех десятков книг, изданных до 1918 года. Среди них многотомные и сериальные издания  ..  ",0,0,1,[],"""Дар""",2
1446752384202546944,2021-10-09,belsat_tv,"☝️Нашыя журналісткі Кацярына Андрэева і Дар’я Чульцова завочна атрымалі прэмію «За свабоду і будучыню ў медыя»    Медыя фонд Sparkasse Leipzig штогод прысуджае прэмію журналістам, выдаўцам і медыям, якія адданыя справе абароны і пашырэння свабоды прэсы, пры гэтым дэманструюць  ",1,2,37,[],"""Дар""",2
1433422656607429120,2021-09-02,zhivopisets,"@pan_bouffe да я и так к ним не испытывал симпатий, но тут людям буквально деньги предлагал (делал много работ, говорил о лояльности, после крупной продажи передал большой холст в дар, считай, фонд галереи), открыли выставку недавно. в итоге задержали выплату на месяц, и зажопили приглашение",1,0,1,[],"""Дар""",0
1432975801054552064,2021-09-01,norvikbank,"👍🏻Норвик Банк поддержал благотворительный фонд содействия образованию «Дар», передав ему средства на образовательные и культурные проекты.  «Дар» с 2005 года занимается поддержкой и развитием школьного и внешкольного образования, ..  ",0,1,2,[],"""Дар""",2
1432911260220367104,2021-09-01,scalettamarcus,"Нахуя брать в фонд книги про шахматы и какой-то боевик нулевых с названием «девственница», когда нам в дар приносят действительно хорошие и красивые книги? Нам даже на выставку нечего поставить и у меня горит жопа",0,0,1,[],"""Дар""",0
1432331669214727936,2021-08-30,lilia65772263,"Симановский - это тот, кто дал взятку Медведеву, через подставной фонд ""Дар"", в сумме 33 млрд (!!) руб, на которые Димон построил себе дворец. Этот мерзавец и есть один из тех олигархов, на которых Навальный призывает наложить санкции    ",0,0,1,[],"""Дар""",0
1414460897280540928,2021-07-12,uspossessor,@taygainfo Пусть обратится с просьбой в Фонд Дар Путина и Медведева -у них деньги есть на строительства дворцов стоимостью в триллион долоров.,0,0,2,[],"""Дар""",1
1413975048533197056,2021-07-10,agrazavr,"@neural_meduza Фонд ""Дар""",0,0,0,[],"""Дар""",1
1398154350711741952,2021-05-28,muzeypobedy,"«Книга Памяти. Европа» передана в дар на Музею Победы. Работу над многотомным изданием, посвященному захоронениям советских воинов, погибших при освобождении народов Европы ведет «Фонд ветеранов дипломатической службы».  ",0,23,55,[],"""Дар""",2
1389652525104644096,2021-05-04,wod_nik77,"@mediazzzona ФБК должны срочно спроспонсировать ЕР, фонд ДАР и какие-то то там соггоспроекты.",0,0,3,[],"""Дар""",1
1388236871042490112,2021-04-30,solnpni,"Благотворительный фонд ""Старость в радость"" преподнёс в дар нашему учреждению планетарный миксер. Девушки - получательницы социальных услуг интерната с удовольствием осваивают новую кухонную технику, опробывая её в кулинарном деле.  ",0,0,0,[],"""Дар""",2
1383043246658567936,2021-04-16,navalny_kld,"Помните Илью Елисеева, звезду фильма «Он вам не Димон»? Его фонд «Дар», купивший в 2017 году дорогущий кусок земли в 16 га на Балтийском побережье, в прошлом году пожертвовал его очередному ноунейм фонду. А стоит он сейчас ни много ни мало 136,6 млн руб.  ",0,1,10,[],"""Дар""",0
1381539327352709120,2021-04-12,informnevod,"У фондов, которые ФБК связывал с Дмитрием Медведевым, тоже все не плохо. Чистая прибыль за год – 676 млн руб. Больше всех заработал фонд «Дар» — 377,2 млн руб.  ",0,0,0,[],"""Дар""",0
1378376852046283008,2021-04-03,involokolamsk,Фонд Муслима Магомаева передал в дар отделению реабилитации детей-инвалидов Волоколамского ЦСО интерактивную песочницу   Реабилитационная работа с детьми приносит положительные результаты с помощью новой интерактивной песочницы  ,0,0,0,[],"""Дар""",2
1377129774372412928,2021-03-31,bumerang58_19,@el45332930 Победу одержал пенсионный фонд России.Плюс одна пенсия осталась им в дар.,0,1,7,[],"""Дар""",2
1374650208575951104,2021-03-24,novaya_gazeta,"В 2019 году «Ъ» рассказывал, что Фонд Андрея Первозванного предлагал использовать во время обучения семьеведению два учебника, один из которых содержал главы: «Иерархичность семейных отношений», «Главенство мужа» и «Жизнь — дар Божий».   ",4,4,38,[],"""Дар""",1
1367804822666247936,2021-03-05,valerayevtukh,"@DmitLibero1 Пусть лучше поведают нам об источниках финансирования ""жертвователей"" таких фондов как, например Фонд поддержки зимних олимпийских видов спорта, Градислава, Дар, и т д.",0,0,2,[],"""Дар""",0
1367191554641773056,2021-03-03,rrchelovek,"@ZelenskyyUa @eucopresident Тварина зелена та брехлива, твоїм словам вірити не можна, якщо ти збрехалО навіть в  дрібниця (аеропорт Дніпро,ковідний фонд,Шеремет,вакцини і тощо), уявляю яку брехню ти ,п!дар, кажешь іноземцям",0,0,0,[],"""Дар""",0
1366744162540790016,2021-03-02,archive_37,"В Гос. архив Ивановской области поступил личный фонд известного ивановского литературоведа, док. фил. наук, профессора ИвГУ, члена Союза писателей России Леонида Николаевича Таганова (1941-2020). Благодарим за ценный дар дочь филолога Наталью Леонидовну!   ",1,6,9,[],"""Дар""",2
1352940419936645120,2021-01-23,yerkramas,"Средства Фонда ""Айастан"" были использованы для замедления падения драма  В дни войны Всеармянскому фонду ""Айастан"" было передано в дар около 170 млн. долларов. Позднее стало известно также о том, что всеармянский фонд ""Айастан"" передал… Подробнее на  ",0,0,0,[],"""Дар""",2
1349398973535179008,2021-01-13,fatimah_salahi,"#ОзмуниАксҳоTJ #Tajikistan #USAваТоҷикистон #TajikTravel @ASDushanbe   ""Рай Земли"" Кули ""Калони Ало"" дар куҳои Фонд.  ",0,0,23,"['озмуниаксҳоtj', 'tajikistan', 'usaватоҷикистон', 'tajiktravel']","""Дар""",1
1337006776328326912,2020-12-10,sidor958,"Очередной гуманитарный груз фонда ""Доктор Лиза"" отправляется на Донбасс. В том числе УЗИ аппарат с комплектующими, стоимость которого почти 2 миллиона рублей. Фонд получил его в дар от людей, которые просили не называть их имени. И скоро его ус..  ",0,0,0,[],"""Дар""",2
1336654793440432128,2020-12-09,pnzlib6,"#БиблиотекиПензы  Книги - в дар библиотеке!  290 книг, подаренные активными дарителями, введены в фонд городской библиотеки №6 и теперь они доступны читателям. Библиотека пополнилась интересными изданиями для взрослых и детей.  ",1,0,0,['библиотекипензы'],"""Дар""",2
1323417156936229120,2020-11-03,komsagram,"Краеведческий музей Комсомольска примет часы для новой выставки  Сотрудники краеведческого музея обращаются к жителям Комсомольска-на-Амуре с просьбой передать в фонд музея часы для новой выставки — в дар или на время действия выставки. Может быть, эти ...  ",0,0,0,[],"""Дар""",1
1323128209651674880,2020-11-02,kms_adm27,"Сотрудники краеведческого музея обращаются к жителям города с просьбой передать в фонд музея часы для новой выставки (в дар или на время действия выставки).  Телефоны для справок: 24-40-42, 8(984)174-91-93.  ",0,0,0,[],"""Дар""",1
1311971478682959872,2020-10-02,smi19ufsin,Сотрудники филиала по г. Черногорску ФКУ УИИ УФСИН России по Республике Хакасия передали в дар ИК-28 весь библиотечный фонд филиала  ,0,0,0,[],"""Дар""",2
1311319900581818112,2020-09-30,erzia_museum,ПРОДОЛЖАЕТ ПОПОЛНЯТЬСЯ МУЗЕЙНЫЙ ФОНД  29 сентября #МузейЭрьзи получил в дар восемь графических и два живописных произведения петербургских художников.  Подробнее:  ,0,0,2,"['музейэрьзи', 'городпоэтов', 'санктпетербург', 'андрейбодров', 'анатолийдавыдов', 'людмиладавыдова', 'музейэрьзи']","""Дар""",2
1311309036701318912,2020-09-30,waschukcanua,Той $250 мільйонний мега-дар родини Темертей для медичного факультету Торонтського університету включає спеціальний фонд співробітництва з #Україна: досліди + стажування. Приклад інтегрованого 🇨🇦🇺🇦 стратегічного думання.,0,17,31,['україна'],"""Дар""",1
